"Seviye","Kelime","Tür","Anlam","Cümle"
"A1 3 F","tyre (US tire)","noun","lastik (tekerlek lastiği)","The car has a flat tyre, we need to fix it. Arabanın patlak bir lastiği var, tamir etmeliyiz."
"A1 3 F","umbrella","noun","şemsiye","Take your umbrella, it is starting to rain. Şemsiyeni al, yağmur yağmaya başlıyor."
"A1 3 F","unfriendly","adjective","dostça olmayan, soğuk","He looked a bit unfriendly at first. İlk başta biraz soğuk görünüyordu."
"A1 3 F","unhappy","adjective","mutsuz","She looked unhappy because she lost her book. Kitabını kaybettiği için mutsuz görünüyordu."
"A1 3 F","uniform","noun","üniforma","Students wear a blue school uniform. Öğrenciler mavi okul üniforması giyer."
"A1 3 F","university","noun","üniversite","He studies engineering at university. Üniversitede mühendislik okuyor."
"A1 3 F","unkind","adjective","kaba, nezaketsiz","It is unkind to laugh at other people. Başkalarına gülmek kaba bir davranıştır."
"A1 3 F","untidy","adjective","dağınık","His bedroom is always untidy. Yatak odası her zaman daınıktır."
"A1 3 F","until","preposition","-e kadar","I will wait here until you come. Sen gelene kadar burada bekleyeceğim."
"A1 3 F","unusual","adjective","alışılmadık, tuhaf","That is an unusual dress design. Bu alışılmadık bir elbise tasarımıdır."
"A1 3 F","use","verb","kullanmak","I use a computer for my daily work. Günlük işim için bir bilgisayar kullanıyorum."
"A1 3 F","usually","adverb","genellikle","I usually drink coffee in the morning. Genellikle sabahları kahve içerim."
"A1 3 F","view","noun","manzara","Our hotel room has a wonderful sea view. Otel odamızın harika bir deniz manzarası var."
"A1 3 F","violin","noun","keman","She plays classical music on the violin. Kemanda klasik müzik çalıyor."
"A1 3 F","visit","verb","ziyaret etmek","We will visit our grandparents this weekend. Bu hafta sonu büyükannemizi ziyaret edeceğiz."
"A1 3 F","volleyball","noun","voleybol","We play volleyball on the beach in summer. Yazın kumsalda voleybol oynarız."
"A1 3 F","waiter","noun","garson","The waiter brought our food to the table. Garson yemeğimizi masaya getirdi."
"A1 3 F","warm","adjective","ılık, sıcakça","Wear a warm coat, it's chilly outside. Ilık bir mont giy, dışarısı serin."
"A1 3 F","way","noun","yol, yöntem","Can you show me the way to the station? İstasyona giden yolu bana gösterebilir misin?"
"A1 3 F","west","noun","batı","The sun sets in the west every evening. Güneş her akşam batıdan batar."
"A1 3 F","wheel","noun","tekerlek","The bicycle has two round wheels. Bisikletin iki yuvarlak tekerleği vardır."
"A1 3 F","while","conjunction","-ken, iken","She read a book while waiting for the bus. Otobüs beklerken kitap okudu."
"A1 3 F","whisper","verb","fısıldamak","He whispered a secret in my ear. Kulağıma bir sır fısıldadı."
"A1 3 F","whistle","noun + var","düdük / ıslık çalmak","The referee blew his whistle to stop the game. Hakem oyunu durdurmak için düdüğünü çaldı."
"A1 3 F","wife","noun","eş, karı","His wife works as a school teacher. Eşi okul öğretmeni olarak çalışıyor."
"A1 3 F","wifi","noun","kablosuz ağ (Wi-Fi)","Is there free wifi available here? Burada ücretsiz kablosuz ağ var mı?"
"A1 3 F","wild","adjective","vahşi, evcil olmayan","Lions and tigers are wild animals. Aslanlar ve kaplanlar vahşi hayvandır."
"A1 3 F","will","verb","-ecek, -acak (gelecek zaman)","I will help you with your homework. Ödevinde sana yardım edeceğim."
"A1 3 F","William","noun","özel isim (William)","William likes playing tennis with his friends. William arkadaşlarıyla tenis oynamayı sever."
"A1 3 F","win","verb","kazanmak","Our team will win the match today. Takımımız bugün maçı kazanacak."
"A1 3 F","wing","noun","kanat","Birds use their wings to fly. Kuşlar uçmak için kanatlarını kullanır."
"A1 3 F","winner","noun","kazanan, galip","She was announced as the race winner. Yarışın kazananı olduğu ilan edildi."
"A1 3 F","winter","noun","kış","It often snows here in winter. Burada kışın sıklıkla kar yağar."
"A1 3 F","wish","noun + var","dilek / istemek, dilemek","I wish you a very happy birthday. Sana çok mutlu bir doğum günü dilerim."
"A1 3 F","without","preposition","-siz, -sız (olmadan)","I cannot go out without my coat. Montum olmadan dışarı çıkamam."
"A1 3 F","wonderful","adjective","şahane, harika","We had a wonderful holiday in Spain. İspanya'da harika bir tatil geçirdik."
"A1 3 F","wood","noun","odun, ahşap, orman","The table is made of solid wood. Masa masif ahşaptan yapılmıştır."
"A1 3 F","wool","noun","yün","She is wearing a warm wool sweater. Sıcak bir yün kazak giyiyor."
"A1 3 F","worried","adjective","endişeli, kaygılı","She looked worried about the exam results. Sınav sonuçları konusunda endişeli görünüyordu."
"A1 3 F","x-ray","noun","röntgen (x ışını)","The doctor took an x-ray of his arm. Doktor kolunun röntgenini çekti."
"A1 3 F","yet","adverb","henüz","I haven't finished my homework yet. Ödevimi henüz bitirmedim."
"A1 3 F","yoghurt","noun","yoğurt","I eat plain yoghurt with my meal. Yemeğimin yanında sade yoğurt yerim."
"A1 3 F","you’re welcome","exclamation","bir şey değil","Thank you. -You're welcome. Teşekkür ederim. -Bir şey değil."
"A1 3 F","zero","noun","sıfır (sayı)","The temperature dropped to zero degrees. Sıcaklık sıfır dereceye düştü."
